id,dispositivo_id,instante_utc,latitud_simulada,longitud_simulada,odometro_km,horometro_h,bateria_pct
TEL-SYN-0000765,DEV-SYN-00045,2025-01-14T19:30:00+00:00,0.148539,0.498533,10591.1,538.2,55.0
TEL-SYN-0000766,DEV-SYN-00046,2025-01-14T19:56:00+00:00,0.743745,0.720142,10611.3,538.3,66.5
TEL-SYN-0000767,DEV-SYN-00047,2025-01-14T20:22:00+00:00,0.718755,0.127430,10613.1,538.4,52.3
TEL-SYN-0000768,DEV-SYN-00048,2025-01-14T20:48:00+00:00,0.491284,0.597036,10641.7,538.4,54.8
TEL-SYN-0000769,DEV-SYN-00049,2025-01-14T21:14:00+00:00,0.594160,0.466105,10652.2,538.4,71.2
TEL-SYN-0000770,DEV-SYN-00050,2025-01-14T21:40:00+00:00,0.520399,0.285888,10652.4,538.5,75.6
TEL-SYN-0000771,DEV-SYN-00051,2025-01-14T22:06:00+00:00,0.126759,0.712661,10666.0,538.6,39.2
TEL-SYN-0000772,DEV-SYN-00052,2025-01-14T22:32:00+00:00,0.754250,0.756703,10685.3,538.6,71.2
TEL-SYN-0000773,DEV-SYN-00053,2025-01-14T22:58:00+00:00,0.179269,0.415633,10694.2,538.6,83.1
TEL-SYN-0000774,DEV-SYN-00054,2025-01-14T23:24:00+00:00,0.490392,0.813737,10706.5,538.7,64.9
TEL-SYN-0000775,DEV-SYN-00055,2025-01-14T23:50:00+00:00,0.612729,0.584526,10719.5,538.8,59.4
TEL-SYN-0000776,DEV-SYN-00056,2025-01-15T00:16:00+00:00,0.392353,0.399434,10725.7,538.8,80.7
TEL-SYN-0000777,DEV-SYN-00057,2025-01-15T00:42:00+00:00,0.477640,0.278112,10753.4,538.8,72.7
TEL-SYN-0000778,DEV-SYN-00058,2025-01-15T01:08:00+00:00,0.292327,0.141330,10760.9,538.9,67.9
TEL-SYN-0000779,DEV-SYN-00059,2025-01-15T01:34:00+00:00,0.552985,0.703671,10781.2,539.0,66.4
TEL-SYN-0000780,DEV-SYN-00060,2025-01-15T02:00:00+00:00,0.516215,0.494162,10788.9,539.0,45.5
TEL-SYN-0000781,DEV-SYN-00061,2025-01-15T02:26:00+00:00,0.249755,0.676023,10793.2,539.0,30.5
TEL-SYN-0000782,DEV-SYN-00062,2025-01-15T02:52:00+00:00,0.894844,0.359368,10810.2,539.1,54.8
TEL-SYN-0000783,DEV-SYN-00063,2025-01-15T03:18:00+00:00,0.408895,0.766623,10822.7,539.2,76.0
TEL-SYN-0000784,DEV-SYN-00064,2025-01-15T03:44:00+00:00,0.758423,0.539813,10843.8,539.2,88.1
TEL-SYN-0000785,DEV-SYN-00065,2025-01-15T04:10:00+00:00,0.261929,0.375044,10843.3,539.2,37.6
TEL-SYN-0000786,DEV-SYN-00066,2025-01-15T04:36:00+00:00,0.387801,0.325781,10859.5,539.3,79.9
TEL-SYN-0000787,DEV-SYN-00067,2025-01-15T05:02:00+00:00,0.706073,0.391283,10878.9,539.4,94.7
TEL-SYN-0000788,DEV-SYN-00068,2025-01-15T05:28:00+00:00,0.747094,0.327589,10892.8,539.4,28.8
TEL-SYN-0000789,DEV-SYN-00069,2025-01-15T05:54:00+00:00,0.672750,0.406943,10904.5,539.4,96.2
TEL-SYN-0000790,DEV-SYN-00070,2025-01-15T06:20:00+00:00,0.139440,0.220654,10920.4,539.5,49.6
TEL-SYN-0000791,DEV-SYN-00071,2025-01-15T06:46:00+00:00,0.176178,0.475212,10932.9,539.6,48.1
TEL-SYN-0000792,DEV-SYN-00072,2025-01-15T07:12:00+00:00,0.664264,0.464578,10942.8,539.6,65.4
TEL-SYN-0000793,DEV-SYN-00073,2025-01-15T07:38:00+00:00,0.675897,0.732315,10954.8,539.6,69.9
TEL-SYN-0000794,DEV-SYN-00074,2025-01-15T08:04:00+00:00,0.719170,0.756471,10971.6,539.7,54.9
TEL-SYN-0000795,DEV-SYN-00075,2025-01-15T08:30:00+00:00,0.702617,0.507486,10981.6,539.8,68.3
TEL-SYN-0000796,DEV-SYN-00076,2025-01-15T08:56:00+00:00,0.281930,0.487607,11002.5,539.8,40.3
TEL-SYN-0000797,DEV-SYN-00077,2025-01-15T09:22:00+00:00,0.859508,0.260009,11011.3,539.8,97.1
TEL-SYN-0000798,DEV-SYN-00078,2025-01-15T09:48:00+00:00,0.493831,0.602880,11023.0,539.9,52.6
TEL-SYN-0000799,DEV-SYN-00079,2025-01-15T10:14:00+00:00,0.751457,0.550444,11041.2,540.0,66.7
TEL-SYN-0000800,DEV-SYN-00080,2025-01-15T10:40:00+00:00,0.245642,0.517182,11048.8,540.0,79.3
TEL-SYN-0000801,DEV-SYN-00081,2025-01-15T11:06:00+00:00,0.702992,0.585703,11067.4,540.0,75.3
TEL-SYN-0000802,DEV-SYN-00082,2025-01-15T11:32:00+00:00,0.800445,0.799558,11072.8,540.1,86.5
TEL-SYN-0000803,DEV-SYN-00083,2025-01-15T11:58:00+00:00,0.318345,0.290600,11094.8,540.2,61.4
TEL-SYN-0000804,DEV-SYN-00084,2025-01-15T12:24:00+00:00,0.188281,0.643255,11099.4,540.2,41.5
TEL-SYN-0000805,DEV-SYN-00085,2025-01-15T12:50:00+00:00,0.788520,0.254997,11111.8,540.2,70.5
TEL-SYN-0000806,DEV-SYN-00086,2025-01-15T13:16:00+00:00,0.312852,0.811306,11122.5,540.3,82.1
TEL-SYN-0000807,DEV-SYN-00087,2025-01-15T13:42:00+00:00,0.564418,0.683972,11141.2,540.4,25.5
TEL-SYN-0000808,DEV-SYN-00088,2025-01-15T14:08:00+00:00,0.527895,0.345291,11157.0,540.4,89.5
TEL-SYN-0000809,DEV-SYN-00089,2025-01-15T14:34:00+00:00,0.635035,0.383356,11157.5,540.4,55.5
TEL-SYN-0000810,DEV-SYN-00090,2025-01-15T15:00:00+00:00,0.773810,0.734314,11180.2,540.5,83.3
TEL-SYN-0000811,DEV-SYN-00091,2025-01-15T15:26:00+00:00,0.286519,0.846777,11190.4,540.6,76.2
TEL-SYN-0000812,DEV-SYN-00092,2025-01-15T15:52:00+00:00,0.457978,0.180843,11196.4,540.6,55.5
TEL-SYN-0000813,DEV-SYN-00093,2025-01-15T16:18:00+00:00,0.367009,0.776628,11211.1,540.6,92.5
TEL-SYN-0000814,DEV-SYN-00094,2025-01-15T16:44:00+00:00,0.702945,0.149304,11231.4,540.7,95.0
TEL-SYN-0000815,DEV-SYN-00095,2025-01-15T17:10:00+00:00,0.232056,0.867870,11248.8,540.8,46.7
TEL-SYN-0000816,DEV-SYN-00096,2025-01-15T17:36:00+00:00,0.647444,0.894848,11264.2,540.8,72.2
TEL-SYN-0000817,DEV-SYN-00097,2025-01-15T18:02:00+00:00,0.316009,0.224399,11257.1,540.8,36.4
TEL-SYN-0000818,DEV-SYN-00098,2025-01-15T18:28:00+00:00,0.645654,0.785391,11280.9,540.9,51.2
TEL-SYN-0000819,DEV-SYN-00099,2025-01-15T18:54:00+00:00,0.105775,0.575710,11290.3,541.0,84.0
TEL-SYN-0000820,DEV-SYN-00100,2025-01-15T19:20:00+00:00,0.559076,0.275487,11303.1,541.0,94.5
TEL-SYN-0000821,DEV-SYN-00101,2025-01-15T19:46:00+00:00,0.458765,0.286745,11324.4,541.0,75.6
TEL-SYN-0000822,DEV-SYN-00102,2025-01-15T20:12:00+00:00,0.694134,0.846621,11327.7,541.1,46.5
TEL-SYN-0000823,DEV-SYN-00103,2025-01-15T20:38:00+00:00,0.346564,0.355026,11353.1,541.2,69.9
TEL-SYN-0000824,DEV-SYN-00104,2025-01-15T21:04:00+00:00,0.175269,0.769220,11357.6,541.2,74.5
TEL-SYN-0000825,DEV-SYN-00105,2025-01-15T21:30:00+00:00,0.749416,0.810264,11378.3,541.2,28.3
TEL-SYN-0000826,DEV-SYN-00106,2025-01-15T21:56:00+00:00,0.519007,0.473309,11379.6,541.3,37.8
TEL-SYN-0000827,DEV-SYN-00107,2025-01-15T22:22:00+00:00,0.380560,0.554600,11407.5,541.4,38.0
TEL-SYN-0000828,DEV-SYN-00108,2025-01-15T22:48:00+00:00,0.546303,0.175485,11417.4,541.4,84.4
TEL-SYN-0000829,DEV-SYN-00109,2025-01-15T23:14:00+00:00,0.718879,0.659303,11420.9,541.4,74.7
TEL-SYN-0000830,DEV-SYN-00110,2025-01-15T23:40:00+00:00,0.113953,0.433930,11442.1,541.5,37.0
TEL-SYN-0000831,DEV-SYN-00111,2025-01-16T00:06:00+00:00,0.362844,0.521592,11449.3,541.6,66.4
TEL-SYN-0000832,DEV-SYN-00112,2025-01-16T00:32:00+00:00,0.707971,0.340622,11454.1,541.6,28.3
TEL-SYN-0000833,DEV-SYN-00113,2025-01-16T00:58:00+00:00,0.667010,0.371034,11479.2,541.6,48.8
TEL-SYN-0000834,DEV-SYN-00114,2025-01-16T01:24:00+00:00,0.623388,0.196372,11490.5,541.7,51.8
TEL-SYN-0000835,DEV-SYN-00115,2025-01-16T01:50:00+00:00,0.293198,0.239668,11508.2,541.8,31.0
TEL-SYN-0000836,DEV-SYN-00116,2025-01-16T02:16:00+00:00,0.525799,0.132179,11516.4,541.8,76.6
TEL-SYN-0000837,DEV-SYN-00117,2025-01-16T02:42:00+00:00,0.664623,0.697982,11533.1,541.8,79.8
TEL-SYN-0000838,DEV-SYN-00118,2025-01-16T03:08:00+00:00,0.302057,0.851345,11544.1,541.9,33.6
TEL-SYN-0000839,DEV-SYN-00119,2025-01-16T03:34:00+00:00,0.511858,0.465003,11544.1,542.0,60.2
TEL-SYN-0000840,DEV-SYN-00120,2025-01-16T04:00:00+00:00,0.196427,0.154611,11569.2,542.0,71.5
TEL-SYN-0000841,DEV-SYN-00121,2025-01-16T04:26:00+00:00,0.111330,0.446247,11584.9,542.0,49.1
TEL-SYN-0000842,DEV-SYN-00122,2025-01-16T04:52:00+00:00,0.239872,0.787048,11597.3,542.1,92.8
TEL-SYN-0000843,DEV-SYN-00123,2025-01-16T05:18:00+00:00,0.236058,0.435182,11612.8,542.2,29.9
TEL-SYN-0000844,DEV-SYN-00124,2025-01-16T05:44:00+00:00,0.296688,0.849119,11616.6,542.2,40.8
TEL-SYN-0000845,DEV-SYN-00125,2025-01-16T06:10:00+00:00,0.565120,0.883027,11627.2,542.2,25.2
TEL-SYN-0000846,DEV-SYN-00126,2025-01-16T06:36:00+00:00,0.320850,0.358341,11642.8,542.3,37.2
TEL-SYN-0000847,DEV-SYN-00127,2025-01-16T07:02:00+00:00,0.610225,0.264116,11660.6,542.4,66.8
TEL-SYN-0000848,DEV-SYN-00128,2025-01-16T07:28:00+00:00,0.827838,0.398198,11669.8,542.4,34.6
TEL-SYN-0000849,DEV-SYN-00129,2025-01-16T07:54:00+00:00,0.669640,0.724320,11693.4,542.4,34.5
TEL-SYN-0000850,DEV-SYN-00130,2025-01-16T08:20:00+00:00,0.622782,0.330020,11692.9,542.5,49.3
TEL-SYN-0000851,DEV-SYN-00131,2025-01-16T08:46:00+00:00,0.856875,0.258251,11724.8,542.6,36.4
TEL-SYN-0000852,DEV-SYN-00132,2025-01-16T09:12:00+00:00,0.288863,0.107784,11719.6,542.6,93.1
TEL-SYN-0000853,DEV-SYN-00133,2025-01-16T09:38:00+00:00,0.333926,0.601724,11733.1,542.6,70.0
TEL-SYN-0000854,DEV-SYN-00134,2025-01-16T10:04:00+00:00,0.822545,0.126246,11750.8,542.7,34.0
TEL-SYN-0000855,DEV-SYN-00135,2025-01-16T10:30:00+00:00,0.458746,0.222191,11766.6,542.8,98.2
TEL-SYN-0000856,DEV-SYN-00136,2025-01-16T10:56:00+00:00,0.795097,0.280944,11771.6,542.8,57.8
TEL-SYN-0000857,DEV-SYN-00137,2025-01-16T11:22:00+00:00,0.849042,0.112539,11785.8,542.8,54.7
TEL-SYN-0000858,DEV-SYN-00138,2025-01-16T11:48:00+00:00,0.703754,0.801617,11802.0,542.9,82.9
TEL-SYN-0000859,DEV-SYN-00139,2025-01-16T12:14:00+00:00,0.617513,0.178203,11817.1,543.0,68.3
TEL-SYN-0000860,DEV-SYN-00140,2025-01-16T12:40:00+00:00,0.830676,0.823530,11834.3,543.0,84.8
TEL-SYN-0000861,DEV-SYN-00141,2025-01-16T13:06:00+00:00,0.511359,0.684398,11844.0,543.0,86.7
TEL-SYN-0000862,DEV-SYN-00142,2025-01-16T13:32:00+00:00,0.533291,0.554796,11850.2,543.1,69.5
TEL-SYN-0000863,DEV-SYN-00143,2025-01-16T13:58:00+00:00,0.143646,0.208642,11867.3,543.2,52.7
TEL-SYN-0000864,DEV-SYN-00144,2025-01-16T14:24:00+00:00,0.761551,0.479967,11879.7,543.2,90.7
TEL-SYN-0000865,DEV-SYN-00145,2025-01-16T14:50:00+00:00,0.693470,0.732755,11895.7,543.2,70.0
TEL-SYN-0000866,DEV-SYN-00146,2025-01-16T15:16:00+00:00,0.510203,0.494230,11904.1,543.3,44.9
TEL-SYN-0000867,DEV-SYN-00147,2025-01-16T15:42:00+00:00,0.465824,0.196944,11910.1,543.4,83.6
TEL-SYN-0000868,DEV-SYN-00148,2025-01-16T16:08:00+00:00,0.461368,0.893326,11926.1,543.4,45.0
TEL-SYN-0000869,DEV-SYN-00149,2025-01-16T16:34:00+00:00,0.644425,0.285411,11952.7,543.4,48.3
TEL-SYN-0000870,DEV-SYN-00150,2025-01-16T17:00:00+00:00,0.814384,0.789830,11960.6,543.5,63.4
TEL-SYN-0000871,DEV-SYN-00151,2025-01-16T17:26:00+00:00,0.540860,0.371573,11970.7,543.6,87.1
TEL-SYN-0000872,DEV-SYN-00152,2025-01-16T17:52:00+00:00,0.499193,0.769352,11978.9,543.6,30.2
TEL-SYN-0000873,DEV-SYN-00153,2025-01-16T18:18:00+00:00,0.342176,0.581873,11996.3,543.6,35.5
TEL-SYN-0000874,DEV-SYN-00154,2025-01-16T18:44:00+00:00,0.296187,0.854183,12003.9,543.7,93.3
TEL-SYN-0000875,DEV-SYN-00155,2025-01-16T19:10:00+00:00,0.684443,0.102051,12019.3,543.8,54.8
TEL-SYN-0000876,DEV-SYN-00156,2025-01-16T19:36:00+00:00,0.278363,0.345537,12033.2,543.8,62.7
TEL-SYN-0000877,DEV-SYN-00157,2025-01-16T20:02:00+00:00,0.240314,0.234234,12051.3,543.8,73.3
TEL-SYN-0000878,DEV-SYN-00158,2025-01-16T20:28:00+00:00,0.287318,0.219757,12059.3,543.9,37.3
TEL-SYN-0000879,DEV-SYN-00159,2025-01-16T20:54:00+00:00,0.606950,0.606254,12068.1,544.0,91.3
TEL-SYN-0000880,DEV-SYN-00160,2025-01-16T21:20:00+00:00,0.740577,0.521071,12076.7,544.0,39.3
TEL-SYN-0000881,DEV-SYN-00161,2025-01-16T21:46:00+00:00,0.562572,0.853012,12111.9,544.0,90.1
TEL-SYN-0000882,DEV-SYN-00162,2025-01-16T22:12:00+00:00,0.593225,0.359786,12111.8,544.1,57.7
TEL-SYN-0000883,DEV-SYN-00163,2025-01-16T22:38:00+00:00,0.414428,0.431118,12117.2,544.2,72.0
TEL-SYN-0000884,DEV-SYN-00164,2025-01-16T23:04:00+00:00,0.243389,0.363036,12140.2,544.2,48.5
TEL-SYN-0000885,DEV-SYN-00165,2025-01-16T23:30:00+00:00,0.854691,0.173469,12146.9,544.2,56.9
TEL-SYN-0000886,DEV-SYN-00166,2025-01-16T23:56:00+00:00,0.636642,0.139962,12156.2,544.3,25.1
TEL-SYN-0000887,DEV-SYN-00167,2025-01-17T00:22:00+00:00,0.579601,0.444308,12184.2,544.4,51.1
TEL-SYN-0000888,DEV-SYN-00168,2025-01-17T00:48:00+00:00,0.665903,0.638403,12187.9,544.4,66.5
TEL-SYN-0000889,DEV-SYN-00169,2025-01-17T01:14:00+00:00,0.665097,0.783695,12211.0,544.4,73.0
TEL-SYN-0000890,DEV-SYN-00170,2025-01-17T01:40:00+00:00,0.205775,0.756545,12219.7,544.5,73.4
TEL-SYN-0000891,DEV-SYN-00171,2025-01-17T02:06:00+00:00,0.212572,0.423228,12232.6,544.6,91.8
TEL-SYN-0000892,DEV-SYN-00172,2025-01-17T02:32:00+00:00,0.716146,0.705073,12237.5,544.6,97.9
TEL-SYN-0000893,DEV-SYN-00173,2025-01-17T02:58:00+00:00,0.488692,0.828061,12246.3,544.6,59.0
TEL-SYN-0000894,DEV-SYN-00174,2025-01-17T03:24:00+00:00,0.520010,0.541518,12265.9,544.7,60.9
TEL-SYN-0000895,DEV-SYN-00175,2025-01-17T03:50:00+00:00,0.738639,0.445830,12283.7,544.8,60.9
TEL-SYN-0000896,DEV-SYN-00176,2025-01-17T04:16:00+00:00,0.125654,0.437070,12295.9,544.8,36.7
TEL-SYN-0000897,DEV-SYN-00177,2025-01-17T04:42:00+00:00,0.272031,0.891871,12306.2,544.8,63.7
TEL-SYN-0000898,DEV-SYN-00178,2025-01-17T05:08:00+00:00,0.288623,0.398339,12329.9,544.9,27.3
TEL-SYN-0000899,DEV-SYN-00179,2025-01-17T05:34:00+00:00,0.172949,0.670502,12326.2,545.0,37.3
TEL-SYN-0000900,DEV-SYN-00180,2025-01-17T06:00:00+00:00,0.795937,0.335695,12343.6,545.0,68.3
TEL-SYN-0000901,DEV-SYN-00001,2025-01-17T06:26:00+00:00,0.248965,0.197079,10026.9,545.0,47.0
TEL-SYN-0000902,DEV-SYN-00002,2025-01-17T06:52:00+00:00,0.114780,0.604776,10034.3,545.1,51.3
TEL-SYN-0000903,DEV-SYN-00003,2025-01-17T07:18:00+00:00,0.744031,0.195311,10055.7,545.2,43.4
TEL-SYN-0000904,DEV-SYN-00004,2025-01-17T07:44:00+00:00,0.484232,0.877349,10058.3,545.2,27.4
TEL-SYN-0000905,DEV-SYN-00005,2025-01-17T08:10:00+00:00,0.354933,0.338281,10085.5,545.2,63.4
TEL-SYN-0000906,DEV-SYN-00006,2025-01-17T08:36:00+00:00,0.363431,0.410951,10079.5,545.3,70.0
TEL-SYN-0000907,DEV-SYN-00007,2025-01-17T09:02:00+00:00,0.606609,0.141610,10101.5,545.4,75.5
TEL-SYN-0000908,DEV-SYN-00008,2025-01-17T09:28:00+00:00,0.642045,0.315093,10107.5,545.4,59.3
TEL-SYN-0000909,DEV-SYN-00009,2025-01-17T09:54:00+00:00,0.667849,0.572881,10125.4,545.4,89.3
TEL-SYN-0000910,DEV-SYN-00010,2025-01-17T10:20:00+00:00,0.561902,0.593110,10135.4,545.5,53.1
TEL-SYN-0000911,DEV-SYN-00011,2025-01-17T10:46:00+00:00,0.490916,0.808945,10162.0,545.6,33.3
TEL-SYN-0000912,DEV-SYN-00012,2025-01-17T11:12:00+00:00,0.207794,0.357496,10168.3,545.6,45.4
TEL-SYN-0000913,DEV-SYN-00013,2025-01-17T11:38:00+00:00,0.597100,0.874498,10179.6,545.6,97.1
TEL-SYN-0000914,DEV-SYN-00014,2025-01-17T12:04:00+00:00,0.247537,0.498127,10181.3,545.7,43.0
TEL-SYN-0000915,DEV-SYN-00015,2025-01-17T12:30:00+00:00,0.151448,0.882104,10208.6,545.8,98.6
TEL-SYN-0000916,DEV-SYN-00016,2025-01-17T12:56:00+00:00,0.794399,0.279999,10217.0,545.8,31.3
TEL-SYN-0000917,DEV-SYN-00017,2025-01-17T13:22:00+00:00,0.844738,0.679574,10239.8,545.8,48.6
TEL-SYN-0000918,DEV-SYN-00018,2025-01-17T13:48:00+00:00,0.215670,0.794760,10247.6,545.9,46.9
TEL-SYN-0000919,DEV-SYN-00019,2025-01-17T14:14:00+00:00,0.729976,0.568668,10262.2,546.0,94.6
TEL-SYN-0000920,DEV-SYN-00020,2025-01-17T14:40:00+00:00,0.546737,0.659934,10273.7,546.0,86.5
TEL-SYN-0000921,DEV-SYN-00021,2025-01-17T15:06:00+00:00,0.760135,0.565981,10280.0,546.0,31.3
TEL-SYN-0000922,DEV-SYN-00022,2025-01-17T15:32:00+00:00,0.347550,0.186150,10301.6,546.1,99.8
TEL-SYN-0000923,DEV-SYN-00023,2025-01-17T15:58:00+00:00,0.467384,0.222854,10313.3,546.2,96.9
TEL-SYN-0000924,DEV-SYN-00024,2025-01-17T16:24:00+00:00,0.192715,0.795472,10328.0,546.2,75.6
TEL-SYN-0000925,DEV-SYN-00025,2025-01-17T16:50:00+00:00,0.116347,0.826202,10331.7,546.2,38.6
TEL-SYN-0000926,DEV-SYN-00026,2025-01-17T17:16:00+00:00,0.854149,0.226059,10352.2,546.3,48.0
TEL-SYN-0000927,DEV-SYN-00027,2025-01-17T17:42:00+00:00,0.862227,0.560652,10350.8,546.4,30.8
TEL-SYN-0000928,DEV-SYN-00028,2025-01-17T18:08:00+00:00,0.293696,0.769235,10387.6,546.4,82.1
TEL-SYN-0000929,DEV-SYN-00029,2025-01-17T18:34:00+00:00,0.225696,0.250582,10377.5,546.4,85.1
TEL-SYN-0000930,DEV-SYN-00030,2025-01-17T19:00:00+00:00,0.107714,0.660037,10399.1,546.5,74.9
TEL-SYN-0000931,DEV-SYN-00031,2025-01-17T19:26:00+00:00,0.490281,0.547219,10417.5,546.6,75.2
TEL-SYN-0000932,DEV-SYN-00032,2025-01-17T19:52:00+00:00,0.103613,0.594697,10427.3,546.6,58.5
TEL-SYN-0000933,DEV-SYN-00033,2025-01-17T20:18:00+00:00,0.181275,0.787541,10446.7,546.6,66.9
TEL-SYN-0000934,DEV-SYN-00034,2025-01-17T20:44:00+00:00,0.601961,0.720133,10452.3,546.7,50.1
TEL-SYN-0000935,DEV-SYN-00035,2025-01-17T21:10:00+00:00,0.416996,0.871044,10468.1,546.8,88.9
TEL-SYN-0000936,DEV-SYN-00036,2025-01-17T21:36:00+00:00,0.302176,0.640364,10475.2,546.8,91.8
TEL-SYN-0000937,DEV-SYN-00037,2025-01-17T22:02:00+00:00,0.694495,0.895135,10492.5,546.8,29.4
TEL-SYN-0000938,DEV-SYN-00038,2025-01-17T22:28:00+00:00,0.215224,0.605939,10503.3,546.9,70.9
TEL-SYN-0000939,DEV-SYN-00039,2025-01-17T22:54:00+00:00,0.516975,0.852175,10518.8,547.0,35.3
TEL-SYN-0000940,DEV-SYN-00040,2025-01-17T23:20:00+00:00,0.546445,0.197566,10537.3,547.0,41.3
TEL-SYN-0000941,DEV-SYN-00041,2025-01-17T23:46:00+00:00,0.307930,0.690673,10540.5,547.0,71.2
TEL-SYN-0000942,DEV-SYN-00042,2025-01-18T00:12:00+00:00,0.497167,0.218456,10549.2,547.1,71.9
TEL-SYN-0000943,DEV-SYN-00043,2025-01-18T00:38:00+00:00,0.142597,0.423521,10571.2,547.2,94.0
TEL-SYN-0000944,DEV-SYN-00044,2025-01-18T01:04:00+00:00,0.447045,0.785113,10590.7,547.2,72.9
TEL-SYN-0000945,DEV-SYN-00045,2025-01-18T01:30:00+00:00,0.196371,0.732991,10593.6,547.2,53.6
TEL-SYN-0000946,DEV-SYN-00046,2025-01-18T01:56:00+00:00,0.203919,0.650563,10614.2,547.3,42.7
TEL-SYN-0000947,DEV-SYN-00047,2025-01-18T02:22:00+00:00,0.506304,0.877516,10615.9,547.4,89.6
TEL-SYN-0000948,DEV-SYN-00048,2025-01-18T02:48:00+00:00,0.810061,0.843674,10642.2,547.4,84.2
TEL-SYN-0000949,DEV-SYN-00049,2025-01-18T03:14:00+00:00,0.703489,0.299431,10657.8,547.4,85.1
TEL-SYN-0000950,DEV-SYN-00050,2025-01-18T03:40:00+00:00,0.717981,0.116234,10655.2,547.5,93.5
TEL-SYN-0000951,DEV-SYN-00051,2025-01-18T04:06:00+00:00,0.116010,0.336744,10670.2,547.6,84.7
TEL-SYN-0000952,DEV-SYN-00052,2025-01-18T04:32:00+00:00,0.430433,0.376645,10689.1,547.6,82.2
TEL-SYN-0000953,DEV-SYN-00053,2025-01-18T04:58:00+00:00,0.290745,0.421997,10701.0,547.6,76.4
TEL-SYN-0000954,DEV-SYN-00054,2025-01-18T05:24:00+00:00,0.523514,0.206977,10711.2,547.7,36.5
TEL-SYN-0000955,DEV-SYN-00055,2025-01-18T05:50:00+00:00,0.317309,0.552579,10724.8,547.8,52.8
TEL-SYN-0000956,DEV-SYN-00056,2025-01-18T06:16:00+00:00,0.301981,0.842141,10727.7,547.8,97.5
TEL-SYN-0000957,DEV-SYN-00057,2025-01-18T06:42:00+00:00,0.189554,0.132852,10759.4,547.8,57.9
TEL-SYN-0000958,DEV-SYN-00058,2025-01-18T07:08:00+00:00,0.288660,0.497685,10764.6,547.9,29.5
TEL-SYN-0000959,DEV-SYN-00059,2025-01-18T07:34:00+00:00,0.522967,0.818239,10782.8,548.0,48.3
TEL-SYN-0000960,DEV-SYN-00060,2025-01-18T08:00:00+00:00,0.384420,0.726646,10791.4,548.0,27.0
TEL-SYN-0000961,DEV-SYN-00061,2025-01-18T08:26:00+00:00,0.563394,0.564811,10796.3,548.0,93.3
TEL-SYN-0000962,DEV-SYN-00062,2025-01-18T08:52:00+00:00,0.406878,0.629991,10816.9,548.1,44.0
TEL-SYN-0000963,DEV-SYN-00063,2025-01-18T09:18:00+00:00,0.774102,0.831400,10823.0,548.2,86.9
TEL-SYN-0000964,DEV-SYN-00064,2025-01-18T09:44:00+00:00,0.431469,0.429340,10844.3,548.2,81.2
TEL-SYN-0000965,DEV-SYN-00065,2025-01-18T10:10:00+00:00,0.780514,0.335526,10846.7,548.2,44.7
TEL-SYN-0000966,DEV-SYN-00066,2025-01-18T10:36:00+00:00,0.211535,0.312695,10859.7,548.3,71.5
TEL-SYN-0000967,DEV-SYN-00067,2025-01-18T11:02:00+00:00,0.883518,0.806235,10881.9,548.4,65.5
TEL-SYN-0000968,DEV-SYN-00068,2025-01-18T11:28:00+00:00,0.894925,0.232258,10898.8,548.4,29.4
TEL-SYN-0000969,DEV-SYN-00069,2025-01-18T11:54:00+00:00,0.817772,0.139400,10906.9,548.4,45.0
TEL-SYN-0000970,DEV-SYN-00070,2025-01-18T12:20:00+00:00,0.260851,0.523004,10923.5,548.5,94.2
TEL-SYN-0000971,DEV-SYN-00071,2025-01-18T12:46:00+00:00,0.854856,0.801423,10940.2,548.6,47.9
TEL-SYN-0000972,DEV-SYN-00072,2025-01-18T13:12:00+00:00,0.514581,0.148710,10948.7,548.6,26.5
TEL-SYN-0000973,DEV-SYN-00073,2025-01-18T13:38:00+00:00,0.517822,0.394326,10960.5,548.6,99.4
TEL-SYN-0000974,DEV-SYN-00074,2025-01-18T14:04:00+00:00,0.597647,0.597685,10975.5,548.7,50.9
TEL-SYN-0000975,DEV-SYN-00075,2025-01-18T14:30:00+00:00,0.397486,0.111243,10988.6,548.8,98.5
TEL-SYN-0000976,DEV-SYN-00076,2025-01-18T14:56:00+00:00,0.890995,0.655929,11002.9,548.8,89.2
TEL-SYN-0000977,DEV-SYN-00077,2025-01-18T15:22:00+00:00,0.504637,0.291835,11019.1,548.8,76.8
TEL-SYN-0000978,DEV-SYN-00078,2025-01-18T15:48:00+00:00,0.664621,0.423879,11027.6,548.9,89.3
TEL-SYN-0000979,DEV-SYN-00079,2025-01-18T16:14:00+00:00,0.589376,0.421066,11043.2,549.0,27.3
TEL-SYN-0000980,DEV-SYN-00080,2025-01-18T16:40:00+00:00,0.697780,0.372718,11049.9,549.0,92.4
TEL-SYN-0000981,DEV-SYN-00081,2025-01-18T17:06:00+00:00,0.277223,0.126585,11072.5,549.0,40.3
TEL-SYN-0000982,DEV-SYN-00082,2025-01-18T17:32:00+00:00,0.425669,0.383323,11077.1,549.1,44.3
TEL-SYN-0000983,DEV-SYN-00083,2025-01-18T17:58:00+00:00,0.503140,0.700544,11102.2,549.2,44.2
TEL-SYN-0000984,DEV-SYN-00084,2025-01-18T18:24:00+00:00,0.264209,0.520979,11106.1,549.2,72.7
TEL-SYN-0000985,DEV-SYN-00085,2025-01-18T18:50:00+00:00,0.670211,0.731383,11116.8,549.2,66.9
